Production_Budget_INR_Cr,Marketing_Budget_INR_Cr,Release_Month,Popularity_Score,Runtime_Minutes,Star_Success_Factor,Genre,Primary_Language,Diaspora_Strength_Score,Origin,India_Gross_INR_Cr,International_Gross_INR_Cr
124.1,40.77,6,69,134,4,Drama,Tamil,1,Indian,142.95,119.45
228.01,65.49,12,98,144,7,Animated,English,8,Hollywood,322.06,1991.17
51.49,2.48,7,61,121,6,Fantasy/Adventure,Hindi,5,Indian,115.45,88.58
14.71,5.19,6,61,134,6,Thriller,Hindi,1,Indian,42.87,16.51
105.39,17.3,6,47,129,2,Thriller,English,2,Indian,92.79,120.32
22.87,5.95,11,36,101,1,Horror/Thriller,Others,2,Indian,16.29,10.71
5.26,3.53,5,70,148,8,Thriller,Hindi,8,Indian,21.99,18.46
21.95,2.13,6,88,138,9,Horror/Thriller,English,0,Indian,41.96,25.2
79.57,23.48,8,51,131,4,Historical Epic,English,9,Hollywood,100.24,602.69
26.62,2.12,11,71,127,7,Animated,Hindi,5,Indian,65.37,41.9
129.95,28.44,6,53,114,1,Thriller,English,4,Indian,115.64,106.45
3.76,3.48,10,58,139,4,Superhero,Hindi,0,Indian,20.86,17.14
49.16,3.39,12,72,125,9,Superhero,Hindi,1,Indian,205.38,123.67
221.43,8.72,2,72,166,5,Superhero,English,6,Hollywood,472.64,1840.89
678.42,167.29,5,60,178,3,Thriller,English,7,Hollywood,801.61,38153.64
15.1,3.64,5,46,109,3,Fantasy/Adventure,Telugu,2,Indian,39.72,36.75
61.52,15.04,4,75,149,8,Horror/Thriller,Telugu,0,Indian,96.66,40.78
95.99,21.32,7,45,102,4,Superhero,Hindi,3,Indian,291.31,184.22
371.8,64.28,11,85,161,7,Horror/Thriller,English,9,Hollywood,424.11,3099.96
404.5,97.67,12,87,134,6,Animated,English,7,Hollywood,657.48,5349.41
470.92,89.91,9,88,186,8,Animated,English,4,Hollywood,711.41,1163.93
28.42,8.74,12,60,124,3,Animated,Hindi,6,Indian,44.07,69.01
11.33,5.56,5,62,118,3,Action (Masala),Others,4,Indian,34.98,36.16
37.19,10.59,9,55,94,2,Rom-Com,Telugu,5,Indian,49.35,52.03
227.7,54.63,8,82,113,7,Horror/Thriller,English,10,Hollywood,151.58,1498.58
199.45,38.74,5,60,155,3,Horror/Thriller,English,5,Hollywood,175.41,1280.08
68.05,12.96,6,45,143,5,Animated,English,5,Hollywood,70.39,403.36
84.16,7.21,11,80,151,8,Action (Masala),English,2,Hollywood,166.73,397.87
594.12,210.82,1,55,116,3,Sci-Fi/Action,English,4,Hollywood,405.24,1477.72
215.49,25.86,5,67,140,5,Sci-Fi/Action,Tamil,1,Indian,645.97,308.55
32.21,4.62,4,50,115,3,Drama,English,6,Hollywood,27.98,184.05
29.73,6.45,11,41,165,1,Animated,Hindi,3,Indian,41.76,33.99
5.9,4.06,12,69,121,6,Horror/Thriller,Tamil,0,Indian,13.47,9.64
33.17,7.75,7,50,125,7,Animated,Tamil,1,Indian,71.5,36.53
4.15,7.71,1,73,96,9,Sci-Fi/Action,Telugu,7,Indian,29.93,25.29
139.73,32.64,9,72,158,7,Drama,Tamil,3,Indian,254.53,122.82
32.21,6.2,5,67,123,6,Fantasy/Adventure,Others,0,Indian,64.61,49.77
35.3,2.61,2,70,159,6,Thriller,Hindi,4,Indian,86.36,40.77
66.48,5.78,12,57,175,5,Animated,Hindi,1,Indian,142.39,76.16
76.5,16.4,12,36,168,3,Thriller,Telugu,0,Indian,86.91,81.51
124.54,4.45,5,53,141,7,Animated,English,0,Indian,230.87,101.05
24.46,7.93,10,72,153,5,Sci-Fi/Action,Hindi,1,Indian,86.34,44.5
25.86,0.5,9,77,147,10,Historical Epic,Telugu,5,Indian,93.77,63.89
22.09,6.42,8,68,126,3,Thriller,Tamil,0,Indian,28.22,23.54
43.21,8.42,12,69,114,6,Superhero,Telugu,7,Indian,158.06,181.02
64.57,13.57,6,44,168,3,Sci-Fi/Action,English,3,Hollywood,94.37,401.57
8.87,2.82,8,37,123,1,Fantasy/Adventure,Hindi,2,Indian,13.3,13.43
569.12,132.8,12,91,124,6,Thriller,English,6,Hollywood,509.28,1996.48
39.54,0.5,9,47,158,4,Sci-Fi/Action,Hindi,3,Indian,63.84,33.91
95.85,22.66,9,52,165,3,Animated,Hindi,7,Indian,140.81,191.05
6.64,0.5,9,73,104,3,Fantasy/Adventure,Tamil,0,Indian,13.23,9.19
189.45,18.63,5,67,152,6,Thriller,Telugu,4,Indian,269.22,1230.84
150.35,8.56,9,48,132,4,Sci-Fi/Action,Hindi,1,Indian,211.15,129.79
45.02,6.45,6,53,139,1,Sci-Fi/Action,Hindi,3,Indian,71.37,57.12
22.9,0.5,9,45,142,4,Animated,Hindi,1,Indian,36.36,20.94
108.28,8.17,2,80,122,7,Animated,Hindi,2,Indian,295.54,126.53
51.74,19.06,9,77,163,6,Rom-Com,Hindi,0,Indian,141.93,37.69
219.31,37.65,8,57,168,2,Horror/Thriller,Hindi,1,Indian,196.13,129.92
10.28,0.72,8,79,144,9,Horror/Thriller,English,0,Indian,18.87,11.44
26.09,4.56,10,71,118,7,Rom-Com,Telugu,3,Indian,65.2,46.74
61.82,12.13,3,72,159,8,Fantasy/Adventure,Hindi,3,Indian,209.38,89.73
6.11,0.5,7,39,121,4,Fantasy/Adventure,Hindi,0,Indian,13.5,7.41
10.38,3.86,12,76,97,7,Horror/Thriller,Hindi,5,Indian,29.03,18.34
92.43,29.13,7,63,128,3,Animated,English,3,Hollywood,71.47,467.34
71.55,9.76,7,77,128,8,Horror/Thriller,English,4,Hollywood,63.71,293.85
108.6,35.5,10,71,108,4,Thriller,English,3,Hollywood,166.42,585.11
634.15,78.92,1,69,131,6,Animated,English,5,Hollywood,685.09,1480.69
90.28,17.18,8,65,160,7,Drama,Hindi,0,Indian,113.88,73.84
19.05,7.36,8,61,119,6,Animated,Hindi,7,Indian,43.66,38.75
16.17,3.59,5,62,112,9,Thriller,Others,1,Indian,50.29,24.16
19.77,3.6,10,56,131,3,Thriller,Telugu,5,Indian,39.93,30.37
25.3,4.98,12,82,134,9,Historical Epic,Hindi,5,Indian,129.27,73.38
69.49,20.21,3,59,158,3,Fantasy/Adventure,Tamil,1,Indian,126.57,64.66
20.45,7.02,12,62,99,5,Animated,Hindi,0,Indian,56.52,31.96
86.6,19.62,9,63,133,6,Rom-Com,Tamil,3,Indian,120.29,80.4
28.47,7.6,7,50,142,1,Superhero,Hindi,4,Indian,68.64,52.63
51.32,0.5,7,50,114,5,Animated,Telugu,4,Indian,65.36,39.33
14.72,4.08,10,67,138,6,Horror/Thriller,Telugu,1,Indian,27.51,15.06
21.31,0.5,7,77,126,4,Action (Masala),Others,1,Indian,74.41,34.75
21.58,0.5,5,86,141,8,Drama,English,2,Indian,59.14,46.08
845.41,193.35,11,87,137,7,Superhero,English,6,Hollywood,1552.12,6754.59
35.26,9.13,2,39,112,2,Animated,Others,9,Indian,51.19,63.11
11.54,2.23,6,51,143,4,Fantasy/Adventure,Hindi,3,Indian,28.44,21.63
16.16,1.34,5,56,132,8,Thriller,Telugu,2,Indian,37.78,19.8
57.03,19.43,2,63,114,3,Action (Masala),Hindi,3,Indian,129.04,101.11
100.25,3.0,6,76,126,5,Superhero,Hindi,4,Indian,240.15,185.59
29.31,5.31,9,48,152,1,Superhero,Hindi,2,Indian,57.42,46.17
42.15,10.63,5,59,149,5,Rom-Com,Others,0,Indian,77.26,40.7
72.01,13.14,2,79,133,8,Thriller,Tamil,0,Indian,124.69,51.37
43.97,13.56,12,49,149,2,Historical Epic,Tamil,2,Indian,101.09,95.19
192.56,54.24,3,54,167,7,Superhero,English,8,Indian,467.24,307.35
13.21,0.9,10,60,140,5,Sci-Fi/Action,Hindi,4,Indian,44.6,31.81
9.9,3.97,12,81,141,9,Historical Epic,Hindi,0,Indian,55.28,19.74
7.97,3.34,10,66,161,6,Drama,English,0,Indian,24.15,17.2
75.82,10.2,1,46,163,3,Action (Masala),English,4,Hollywood,78.12,523.26
7.46,0.5,6,39,141,2,Fantasy/Adventure,Hindi,5,Indian,13.47,17.03
85.95,26.52,10,64,145,6,Thriller,Tamil,6,Indian,162.68,182.19
54.0,3.34,2,61,123,5,Thriller,English,0,Indian,67.01,44.78
12.51,5.35,1,55,145,6,Drama,Hindi,6,Indian,32.55,29.52
140.66,41.04,3,71,119,6,Thriller,English,8,Hollywood,191.75,1214.56
13.3,9.08,4,58,141,7,Drama,Telugu,4,Indian,37.25,25.25
236.34,45.9,12,49,156,4,Thriller,English,1,Hollywood,153.61,750.6
25.77,4.34,10,75,114,6,Rom-Com,Hindi,5,Indian,81.12,54.45
39.69,9.06,9,67,133,5,Rom-Com,Tamil,6,Indian,74.34,60.86
28.75,9.78,2,43,147,3,Animated,English,8,Indian,44.94,75.32
44.64,6.19,12,77,126,7,Fantasy/Adventure,Hindi,6,Indian,131.66,118.3
214.34,48.41,7,66,142,5,Sci-Fi/Action,English,9,Hollywood,244.88,1731.04
60.2,4.54,1,53,141,4,Superhero,Telugu,5,Indian,113.85,96.81
30.99,7.94,7,37,148,4,Thriller,English,4,Indian,43.98,43.33
11.29,0.5,4,56,150,6,Drama,Others,2,Indian,19.93,10.74
76.3,14.55,1,64,131,5,Horror/Thriller,English,1,Hollywood,76.65,212.78
22.18,6.48,9,68,123,5,Drama,English,0,Indian,42.78,29.11
25.92,4.87,4,46,127,3,Horror/Thriller,Others,6,Indian,25.1,26.24
41.07,12.71,3,38,153,2,Superhero,Hindi,5,Indian,92.65,78.63
182.5,65.24,8,87,132,9,Horror/Thriller,Telugu,1,Indian,320.62,140.89
70.23,13.35,11,85,138,9,Horror/Thriller,English,4,Hollywood,109.94,270.97
25.13,8.15,1,53,162,4,Horror/Thriller,Hindi,3,Indian,33.59,26.47
59.28,3.79,3,84,162,8,Action (Masala),Hindi,5,Indian,176.19,134.59
19.02,3.32,7,81,133,7,Rom-Com,Hindi,5,Indian,44.08,32.31
47.94,18.3,2,70,127,5,Fantasy/Adventure,Tamil,1,Indian,114.33,83.39
84.18,12.67,4,43,158,5,Thriller,English,8,Hollywood,70.44,342.72
38.34,7.58,5,72,121,7,Historical Epic,Tamil,2,Indian,142.61,67.72
39.22,9.45,12,68,125,6,Action (Masala),Others,2,Indian,125.91,105.55
18.05,2.98,7,57,158,3,Action (Masala),Hindi,1,Indian,47.18,28.77
72.76,8.78,10,64,119,5,Historical Epic,Telugu,4,Indian,183.78,126.91
57.05,5.5,12,68,161,7,Thriller,Telugu,0,Indian,151.57,31.57
20.39,6.63,8,66,87,6,Animated,Telugu,2,Indian,51.15,25.49
166.23,46.0,8,64,128,5,Fantasy/Adventure,English,5,Hollywood,233.69,763.11
25.09,8.55,8,42,166,2,Thriller,Others,3,Indian,29.1,28.6
311.68,64.85,4,66,156,3,Sci-Fi/Action,English,5,Hollywood,502.71,865.01
861.97,132.29,3,65,133,4,Sci-Fi/Action,English,9,Hollywood,1515.01,2571.55
124.98,30.15,12,55,148,6,Action (Masala),Tamil,6,Indian,494.05,284.08
61.12,14.82,6,85,132,7,Horror/Thriller,English,8,Hollywood,61.34,340.66
14.13,2.87,10,49,111,3,Drama,Telugu,2,Indian,19.33,19.01
769.95,37.99,12,51,118,4,Drama,Others,4,Indian,558.18,299.23
6.48,0.5,12,53,133,6,Historical Epic,Hindi,6,Indian,23.35,15.86
19.47,4.15,9,71,115,8,Thriller,Hindi,9,Indian,54.59,39.09
1060.52,306.25,9,60,131,2,Animated,English,4,Hollywood,873.2,6476.33
144.0,29.99,7,68,154,7,Animated,English,6,Hollywood,1240.26,4728.78
8.61,1.69,4,82,142,5,Animated,English,5,Indian,22.5,26.7
50.58,19.01,4,31,148,1,Superhero,English,3,Hollywood,43.35,354.8
24.98,9.8,12,55,149,7,Historical Epic,Hindi,4,Indian,101.32,60.44
455.75,53.04,12,92,132,5,Historical Epic,English,8,Hollywood,480.61,4555.04
34.46,15.61,10,58,135,1,Historical Epic,Hindi,4,Indian,105.5,86.09
10.87,2.94,4,60,116,5,Superhero,Hindi,2,Indian,42.09,23.22
120.86,26.1,2,65,130,5,Rom-Com,Hindi,1,Indian,202.59,101.26
28.86,10.29,5,71,144,6,Thriller,Telugu,5,Indian,75.52,139.12
148.52,43.4,1,35,107,1,Horror/Thriller,Hindi,3,Indian,87.03,48.21
54.36,7.37,12,68,131,5,Superhero,Hindi,4,Indian,232.67,147.17
60.37,10.64,5,70,125,8,Rom-Com,Hindi,6,Indian,168.23,125.67
10.34,2.2,5,74,133,6,Historical Epic,Telugu,2,Indian,37.39,27.83
1526.54,548.28,1,79,167,7,Sci-Fi/Action,English,3,Hollywood,4139.86,23910.7
39.77,9.36,9,57,155,6,Historical Epic,Tamil,0,Indian,87.61,44.68
255.68,14.06,9,68,138,10,Action (Masala),English,6,Hollywood,419.74,2111.29
130.51,26.57,12,78,161,4,Historical Epic,English,7,Hollywood,292.76,1163.14
22.09,8.53,6,80,102,7,Historical Epic,Hindi,3,Indian,77.68,38.63
42.97,11.4,1,72,143,5,Fantasy/Adventure,English,3,Indian,94.38,131.1
101.38,10.67,3,66,139,6,Animated,Telugu,2,Indian,186.32,88.78
57.91,14.23,3,40,140,3,Thriller,English,5,Hollywood,35.91,218.41
5.15,1.84,4,72,142,6,Fantasy/Adventure,Hindi,3,Indian,18.99,10.16
126.84,26.81,4,63,148,6,Horror/Thriller,Tamil,1,Indian,107.14,93.23
43.21,10.43,7,61,147,5,Rom-Com,Hindi,0,Indian,99.43,30.49
18.6,3.53,9,73,130,9,Thriller,Hindi,2,Indian,45.73,25.83
504.75,138.62,12,62,151,1,Thriller,English,4,Hollywood,486.67,2040.68
5.97,0.5,2,69,127,9,Horror/Thriller,Telugu,8,Indian,13.61,8.61
12.38,0.76,5,64,149,5,Animated,Hindi,2,Indian,34.61,20.52
159.69,42.24,12,58,119,4,Historical Epic,Others,5,Indian,409.73,294.05
55.67,10.7,6,53,144,1,Animated,Hindi,0,Indian,68.51,53.46
346.6,26.87,12,73,151,7,Horror/Thriller,English,6,Hollywood,325.69,1716.61
212.14,39.63,3,66,120,4,Horror/Thriller,Tamil,4,Indian,247.31,152.44
615.79,99.86,9,48,149,2,Animated,English,6,Hollywood,414.81,2232.83
5.46,7.23,8,77,119,9,Horror/Thriller,Tamil,5,Indian,19.89,14.37
536.33,45.72,11,83,144,8,Horror/Thriller,English,4,Hollywood,554.48,1219.32
16.81,0.5,7,65,129,5,Action (Masala),Hindi,1,Indian,39.46,24.03
2230.06,547.09,12,90,116,7,Historical Epic,English,9,Hollywood,10103.55,38925.26
221.16,28.83,10,64,144,5,Rom-Com,Hindi,1,Indian,643.49,215.35
31.89,1.76,3,45,124,4,Rom-Com,Telugu,3,Indian,43.91,30.43
85.59,22.83,9,75,119,5,Action (Masala),Tamil,8,Indian,258.77,197.27
29.23,5.0,9,37,149,4,Sci-Fi/Action,Hindi,8,Indian,53.29,51.02
54.78,8.91,7,65,125,5,Historical Epic,Telugu,3,Indian,139.99,73.28
1787.35,415.2,6,100,125,8,Fantasy/Adventure,English,9,Hollywood,1854.85,6071.95
303.09,63.62,10,47,117,4,Superhero,English,4,Hollywood,330.23,2898.78
231.66,43.39,7,66,128,5,Historical Epic,Hindi,0,Indian,450.5,276.43
34.44,6.97,4,47,149,5,Horror/Thriller,Others,2,Indian,42.36,31.39
74.26,16.53,2,66,154,5,Action (Masala),English,7,Hollywood,111.93,695.95
54.48,15.93,5,61,116,6,Historical Epic,Hindi,4,Indian,174.02,377.53
210.87,25.77,5,76,115,6,Historical Epic,English,3,Hollywood,251.71,1702.58
20.29,10.04,11,60,138,7,Animated,Hindi,3,Indian,62.48,37.9
12.45,0.5,12,85,164,10,Superhero,Hindi,6,Indian,72.4,51.84
9.64,0.5,1,60,172,7,Fantasy/Adventure,Hindi,8,Indian,24.96,32.4
105.38,25.57,3,47,130,2,Action (Masala),English,0,Indian,122.36,137.24
60.09,9.39,11,71,114,10,Animated,English,6,Indian,173.43,111.38
123.0,38.05,10,70,134,3,Action (Masala),Tamil,3,Indian,306.04,287.18
21.19,2.23,6,51,109,4,Historical Epic,Others,8,Indian,31.05,47.58
89.74,10.02,3,81,124,8,Sci-Fi/Action,English,6,Hollywood,175.05,473.33
14.91,4.39,5,62,123,7,Action (Masala),Hindi,0,Indian,291.38,17.71
310.0,47.47,7,63,123,6,Thriller,English,6,Hollywood,322.2,750.79
19.63,0.5,5,75,143,10,Sci-Fi/Action,Tamil,6,Indian,54.26,49.33
125.13,15.22,1,75,151,7,Fantasy/Adventure,English,2,Indian,280.08,185.18
209.92,33.29,2,57,152,3,Action (Masala),English,4,Hollywood,225.24,729.96
33.65,10.15,10,73,184,7,Historical Epic,Tamil,5,Indian,119.34,91.05
21.62,4.17,2,52,138,4,Rom-Com,English,3,Indian,32.82,38.19
24.64,0.5,1,42,142,4,Superhero,Others,6,Indian,58.13,40.82
918.88,167.87,5,83,174,5,Action (Masala),English,8,Hollywood,1008.32,4247.2
105.31,10.36,5,68,141,7,Rom-Com,Hindi,0,Indian,224.43,102.44
21.65,2.85,10,52,123,4,Horror/Thriller,Hindi,5,Indian,33.98,25.2
142.44,37.14,12,77,111,7,Animated,Tamil,0,Indian,328.91,118.86
4.92,2.86,10,67,152,4,Action (Masala),Others,8,Indian,20.83,26.28
114.67,32.44,6,50,134,1,Historical Epic,Hindi,3,Indian,110.22,134.8
119.52,38.01,8,61,135,5,Sci-Fi/Action,English,10,Hollywood,128.35,1358.66
6.93,0.5,1,69,133,9,Fantasy/Adventure,Hindi,5,Indian,28.54,17.93
362.38,101.89,3,73,149,4,Horror/Thriller,English,5,Hollywood,254.48,1351.81
35.04,10.71,4,81,124,7,Rom-Com,Hindi,1,Indian,78.83,40.98
762.98,258.9,11,66,137,2,Rom-Com,English,7,Hollywood,361.09,7974.82
52.12,16.5,10,60,130,7,Action (Masala),Telugu,4,Indian,196.11,127.75
77.81,8.91,1,49,123,5,Rom-Com,Hindi,4,Indian,95.92,88.47
21.26,5.17,4,70,145,9,Action (Masala),English,2,Indian,64.34,43.72
1923.76,342.88,12,70,162,5,Rom-Com,English,6,Hollywood,2459.26,9537.02
17.46,3.14,10,40,141,1,Drama,Hindi,2,Indian,25.12,19.46
161.52,10.24,9,64,119,7,Sci-Fi/Action,Others,2,Indian,299.03,163.95
18.34,7.67,3,47,143,5,Superhero,Hindi,3,Indian,71.62,43.45
161.36,43.1,6,86,131,6,Animated,Hindi,5,Indian,450.38,154.81
9.61,6.44,6,84,131,6,Fantasy/Adventure,Telugu,3,Indian,40.34,30.9
12.88,0.95,9,74,124,8,Superhero,Hindi,3,Indian,55.21,26.25
36.0,1.33,1,80,118,7,Sci-Fi/Action,Hindi,6,Indian,120.06,75.7
57.7,5.81,10,71,116,6,Drama,Others,0,Indian,143.29,45.3
11.51,0.56,4,71,164,7,Rom-Com,Hindi,1,Indian,31.95,15.02
12.21,3.62,12,60,138,6,Fantasy/Adventure,Hindi,0,Indian,52.51,16.74
23.67,5.98,7,63,147,4,Rom-Com,Tamil,1,Indian,39.22,22.8
640.13,132.08,5,60,139,5,Rom-Com,English,4,Hollywood,868.53,4138.26
147.29,30.79,12,42,135,1,Horror/Thriller,Telugu,3,Indian,145.61,129.71
30.19,8.34,3,66,105,9,Fantasy/Adventure,Telugu,2,Indian,100.9,44.5
118.33,11.13,12,84,118,7,Animated,Others,2,Indian,377.72,188.67
29.33,4.25,9,78,112,8,Drama,Hindi,6,Indian,65.1,53.0
51.51,13.85,8,52,172,3,Horror/Thriller,Hindi,7,Indian,49.76,57.54
73.27,11.23,6,53,132,6,Horror/Thriller,Others,5,Indian,113.51,55.54
474.07,56.75,1,85,129,6,Thriller,English,7,Hollywood,457.91,2399.22
50.95,3.2,3,52,164,5,Action (Masala),English,8,Indian,116.13,119.56
22.18,3.51,1,64,123,6,Thriller,Telugu,2,Indian,41.46,29.56
12.88,4.51,12,62,132,2,Drama,Telugu,4,Indian,20.15,21.65
254.24,50.33,2,83,162,5,Superhero,Hindi,0,Indian,941.35,359.25
18.13,1.28,9,41,161,4,Action (Masala),Telugu,4,Indian,41.12,36.84
218.65,26.93,6,60,171,6,Sci-Fi/Action,Telugu,3,Indian,377.35,278.8
85.98,20.96,7,66,163,3,Action (Masala),Hindi,4,Indian,236.81,90.84
9.73,4.54,4,59,125,6,Animated,Tamil,0,Indian,23.43,11.79
10.24,1.18,3,76,121,10,Superhero,Telugu,6,Indian,48.29,33.0
358.37,52.23,2,70,121,3,Animated,English,8,Hollywood,404.42,8782.01
531.38,88.8,10,73,135,7,Superhero,English,6,Hollywood,1329.54,2493.48
113.0,8.62,8,62,115,6,Horror/Thriller,English,7,Hollywood,93.94,341.47
20.01,4.79,8,44,139,3,Rom-Com,Hindi,0,Indian,26.05,12.85
39.85,2.54,7,25,178,2,Action (Masala),Others,9,Indian,38.82,70.52
12.27,0.5,3,48,120,5,Thriller,English,1,Indian,20.38,15.23
27.71,4.24,5,39,127,1,Action (Masala),Others,3,Indian,40.2,51.25
29.08,9.04,8,57,164,4,Sci-Fi/Action,Others,4,Indian,60.02,55.81
12.1,0.5,4,49,112,1,Historical Epic,English,7,Indian,16.06,34.53
5.54,0.9,7,52,138,6,Sci-Fi/Action,English,0,Indian,15.0,8.83
217.78,56.97,12,73,151,7,Animated,English,6,Hollywood,309.34,2424.19
44.32,6.9,3,50,111,4,Action (Masala),Telugu,7,Indian,89.84,87.38
193.75,61.93,10,82,113,6,Thriller,English,8,Hollywood,197.88,1326.36
10.86,0.5,10,35,153,5,Horror/Thriller,Telugu,0,Indian,15.05,18.46
311.94,61.62,1,51,142,3,Sci-Fi/Action,English,6,Hollywood,200.06,1418.16
14.26,8.58,11,44,130,1,Rom-Com,Hindi,0,Indian,18.79,12.73
233.18,71.74,6,65,143,4,Sci-Fi/Action,Hindi,3,Indian,407.39,154.33
142.14,33.11,3,81,95,7,Historical Epic,English,2,Hollywood,255.03,462.46
5.86,1.98,9,57,129,6,Historical Epic,Hindi,3,Indian,19.58,10.61
28.51,13.8,7,53,120,3,Horror/Thriller,Tamil,3,Indian,39.71,36.02
10.21,5.21,8,65,126,8,Sci-Fi/Action,Hindi,6,Indian,202.63,35.94
156.35,10.01,2,80,171,5,Superhero,Others,5,Indian,460.94,397.53
199.48,33.19,1,81,135,6,Horror/Thriller,Hindi,1,Indian,259.2,160.92
15.6,0.5,3,53,127,3,Action (Masala),Hindi,0,Indian,31.02,16.18
93.79,19.31,5,64,135,6,Thriller,English,6,Hollywood,146.85,462.16
41.02,10.15,4,52,142,3,Action (Masala),Others,2,Indian,71.5,43.67
23.96,0.68,7,74,128,9,Action (Masala),Hindi,3,Indian,88.92,40.45
245.06,54.51,6,67,139,6,Sci-Fi/Action,Hindi,6,Indian,478.79,438.64
13.53,7.17,10,58,122,3,Superhero,Telugu,2,Indian,65.44,44.38
75.71,17.85,9,64,146,2,Rom-Com,Hindi,1,Indian,142.81,65.39
43.86,13.18,6,62,125,6,Rom-Com,Telugu,5,Indian,103.46,61.42
27.75,4.44,8,43,140,3,Superhero,English,1,Indian,47.92,53.15
40.69,9.02,2,54,141,4,Animated,Others,4,Indian,57.0,47.55
41.29,3.38,9,59,168,7,Superhero,Tamil,0,Indian,140.73,52.25
16.84,2.4,5,59,137,3,Rom-Com,Telugu,1,Indian,27.61,22.98
21.15,4.68,5,54,102,4,Drama,Others,0,Indian,33.12,21.26
9.96,0.5,11,58,128,5,Action (Masala),Tamil,5,Indian,22.16,18.56
364.04,76.99,1,91,160,7,Action (Masala),English,5,Hollywood,675.02,1506.01
165.82,29.64,12,70,129,5,Historical Epic,English,3,Hollywood,245.16,1288.89
18.93,10.15,9,73,86,4,Thriller,Hindi,3,Indian,35.39,29.83
96.1,6.05,12,60,127,5,Sci-Fi/Action,English,3,Hollywood,163.87,779.41
70.43,13.36,3,71,120,6,Fantasy/Adventure,Hindi,3,Indian,193.44,112.4
86.63,12.62,1,83,143,7,Fantasy/Adventure,English,2,Indian,207.15,157.21
11.98,4.98,12,61,135,5,Sci-Fi/Action,Tamil,0,Indian,35.53,23.43
387.65,109.84,6,72,142,4,Thriller,English,3,Hollywood,280.07,986.22
11.57,3.22,8,96,133,9,Thriller,Tamil,6,Indian,39.2,25.97
55.49,19.21,7,70,136,6,Historical Epic,Tamil,3,Indian,152.43,110.79
33.73,1.68,5,43,125,4,Superhero,Telugu,7,Indian,81.54,67.52
235.06,34.76,6,44,126,5,Thriller,Tamil,3,Indian,322.73,94.87
111.13,24.64,2,76,118,4,Historical Epic,English,5,Hollywood,148.13,547.4
904.64,287.64,3,72,142,9,Fantasy/Adventure,English,3,Hollywood,1480.09,5557.26
70.42,8.07,3,74,178,4,Action (Masala),English,4,Hollywood,96.87,344.34
3000.0,557.81,2,100,132,5,Drama,English,3,Hollywood,5409.24,9684.87
32.39,8.57,5,74,140,8,Horror/Thriller,Hindi,5,Indian,81.45,43.36
25.32,6.26,2,56,142,5,Superhero,Tamil,4,Indian,74.18,56.13
43.35,8.51,3,47,126,4,Sci-Fi/Action,Tamil,8,Indian,64.76,90.32
561.27,28.5,4,45,171,2,Rom-Com,English,5,Hollywood,192.96,21080.55
26.0,4.95,3,58,153,4,Drama,Hindi,7,Indian,37.45,37.01
139.17,15.7,5,37,96,2,Fantasy/Adventure,Hindi,1,Indian,205.05,136.66
356.23,79.1,4,64,147,6,Thriller,Tamil,7,Indian,661.36,487.54
87.26,35.92,12,61,147,6,Rom-Com,English,9,Hollywood,154.81,842.32
1344.55,362.75,12,96,152,7,Sci-Fi/Action,English,5,Hollywood,2447.73,16764.67
54.13,14.83,1,83,169,8,Fantasy/Adventure,Hindi,2,Indian,253.73,87.94
57.81,8.33,5,82,103,5,Sci-Fi/Action,Tamil,6,Indian,161.66,176.02
7.77,0.5,2,79,116,7,Drama,Hindi,3,Indian,22.14,12.18
182.88,60.57,11,76,100,5,Horror/Thriller,English,5,Hollywood,141.21,605.7
204.48,13.81,8,49,123,3,Action (Masala),English,5,Hollywood,204.4,1635.31
19.53,5.63,4,46,141,5,Superhero,Hindi,3,Indian,67.69,44.4
65.22,20.02,3,98,138,9,Animated,Hindi,3,Indian,267.5,101.42
15.54,5.89,12,56,149,4,Sci-Fi/Action,Others,0,Indian,46.34,27.43
66.71,19.33,10,78,156,8,Fantasy/Adventure,English,7,Hollywood,162.16,569.43
36.44,3.41,2,59,133,2,Fantasy/Adventure,Tamil,2,Indian,46.69,56.28
13.27,0.5,12,44,149,4,Horror/Thriller,Tamil,1,Indian,16.29,11.03
30.94,8.73,6,77,149,7,Horror/Thriller,Telugu,4,Indian,72.34,37.9
12.82,0.5,12,62,185,5,Fantasy/Adventure,Tamil,0,Indian,34.1,20.86
4.29,0.5,9,34,143,2,Action (Masala),Hindi,2,Indian,46.15,7.28
17.17,1.28,10,58,128,5,Horror/Thriller,Others,0,Indian,26.23,16.02
102.87,0.5,2,40,162,4,Rom-Com,English,8,Hollywood,57.7,355.13
77.66,5.07,1,68,149,4,Rom-Com,Hindi,4,Indian,126.66,77.39
49.13,6.22,8,48,138,1,Thriller,Hindi,0,Indian,44.69,33.55
15.46,8.87,4,60,119,4,Action (Masala),Tamil,3,Indian,35.03,30.78
130.31,20.87,6,79,127,7,Animated,English,5,Hollywood,157.0,667.93
141.76,25.86,8,89,127,7,Superhero,English,4,Hollywood,429.01,894.1
114.72,22.65,2,69,94,6,Drama,Tamil,2,Indian,137.14,83.22
47.39,20.23,12,95,111,9,Horror/Thriller,Hindi,7,Indian,163.54,82.43
558.95,148.51,12,93,155,7,Action (Masala),English,9,Hollywood,1870.74,3088.52
44.34,6.19,7,72,130,8,Horror/Thriller,Hindi,5,Indian,62.89,32.6
